share_id,expense_id,person_id,expense_date,category_id,share_amount_dkk,is_payer
1311,293,5,2026-07-13,4,83.27,True
1312,294,1,2026-07-14,6,99.82,False
1313,294,2,2026-07-14,6,99.81,False
1314,294,3,2026-07-14,6,99.81,False
1315,294,4,2026-07-14,6,99.81,False
1316,294,5,2026-07-14,6,99.81,True
1317,295,1,2026-07-17,4,53.77,False
1318,295,2,2026-07-17,4,53.75,False
1319,295,3,2026-07-17,4,53.75,True
1320,295,4,2026-07-17,4,53.75,False
1321,295,5,2026-07-17,4,53.75,False
1322,296,1,2026-07-19,4,36.28,False
1323,296,2,2026-07-19,4,36.30,False
1324,296,3,2026-07-19,4,36.30,True
1325,296,4,2026-07-19,4,36.30,False
1326,296,5,2026-07-19,4,36.30,False
1327,297,1,2026-07-19,7,20.43,False
1328,297,2,2026-07-19,7,20.45,False
1329,297,3,2026-07-19,7,20.45,True
1330,297,4,2026-07-19,7,20.45,False
1331,297,5,2026-07-19,7,20.45,False
1332,298,1,2026-07-21,4,27.84,False
1333,298,2,2026-07-21,4,27.84,False
1334,298,3,2026-07-21,4,27.84,True
1335,298,4,2026-07-21,4,27.84,False
1336,298,5,2026-07-21,4,27.84,False
1337,299,1,2026-07-23,5,38.48,False
1338,299,2,2026-07-23,5,38.50,False
1339,299,3,2026-07-23,5,38.50,False
1340,299,4,2026-07-23,5,38.50,False
1341,299,5,2026-07-23,5,38.50,True
1342,300,1,2026-07-23,6,116.24,False
1343,300,2,2026-07-23,6,116.26,False
1344,300,3,2026-07-23,6,116.26,True
1345,300,4,2026-07-23,6,116.26,False
1346,300,5,2026-07-23,6,116.26,False
1347,301,1,2026-07-25,4,37.51,False
1348,301,2,2026-07-25,4,37.50,False
1349,301,3,2026-07-25,4,37.50,False
1350,301,4,2026-07-25,4,37.50,True
1351,301,5,2026-07-25,4,37.50,False
1352,302,1,2026-07-28,4,122.36,False
1353,302,2,2026-07-28,4,122.35,False
1354,302,3,2026-07-28,4,122.35,True
1355,302,4,2026-07-28,4,122.35,False
1356,302,5,2026-07-28,4,122.35,False
1357,303,4,2026-07-28,7,91.83,False
1358,303,2,2026-07-28,7,91.84,False
1359,303,5,2026-07-28,7,91.84,False
1360,303,3,2026-07-28,7,91.84,False
1361,304,1,2026-07-31,4,91.44,True
1362,304,2,2026-07-31,4,91.46,False
1363,304,3,2026-07-31,4,91.46,False
1364,304,4,2026-07-31,4,91.46,False
1365,304,5,2026-07-31,4,91.46,False
1366,305,1,2026-07-31,7,32.25,False
1367,305,2,2026-07-31,7,32.25,False
1368,305,3,2026-07-31,7,32.25,False
1369,305,4,2026-07-31,7,32.25,True
1370,305,5,2026-07-31,7,32.25,False
1371,306,1,2026-08-01,1,1680.00,True
1372,306,2,2026-08-01,1,1680.00,False
1373,306,3,2026-08-01,1,1680.00,False
1374,306,4,2026-08-01,1,1680.00,False
1375,306,5,2026-08-01,1,1680.00,False
1376,307,1,2026-08-01,2,117.91,True
1377,307,2,2026-08-01,2,117.91,False
1378,307,3,2026-08-01,2,117.91,False
1379,307,4,2026-08-01,2,117.91,False
1380,307,5,2026-08-01,2,117.91,False
1381,308,1,2026-08-01,3,68.65,False
1382,308,2,2026-08-01,3,68.63,False
1383,308,3,2026-08-01,3,68.63,False
1384,308,4,2026-08-01,3,68.63,False
1385,308,5,2026-08-01,3,68.63,True
1386,309,1,2026-08-01,4,34.68,False
1387,309,2,2026-08-01,4,34.68,True
1388,309,3,2026-08-01,4,34.68,False
1389,309,4,2026-08-01,4,34.68,False
1390,309,5,2026-08-01,4,34.68,False
1391,310,1,2026-08-01,5,50.93,False
1392,310,2,2026-08-01,5,50.95,True
1393,310,3,2026-08-01,5,50.95,False
1394,310,4,2026-08-01,5,50.95,False
1395,310,5,2026-08-01,5,50.95,False
1396,311,1,2026-08-04,7,69.95,True
1397,311,2,2026-08-04,7,69.97,False
1398,311,3,2026-08-04,7,69.97,False
1399,311,4,2026-08-04,7,69.97,False
1400,311,5,2026-08-04,7,69.97,False
1401,312,1,2026-08-06,4,145.19,False
1402,312,2,2026-08-06,4,145.19,False
1403,312,3,2026-08-06,4,145.19,False
1404,312,4,2026-08-06,4,145.19,False
1405,312,5,2026-08-06,4,145.19,True
1406,313,1,2026-08-07,4,96.77,False
1407,313,2,2026-08-07,4,96.77,True
1408,313,3,2026-08-07,4,96.77,False
1409,313,4,2026-08-07,4,96.77,False
1410,313,5,2026-08-07,4,96.77,False
1411,314,1,2026-08-09,4,110.80,False
1412,314,2,2026-08-09,4,110.78,False
1413,314,3,2026-08-09,4,110.78,False
1414,314,4,2026-08-09,4,110.78,True
1415,314,5,2026-08-09,4,110.78,False
1416,315,1,2026-08-09,6,112.08,False
1417,315,2,2026-08-09,6,112.07,False
1418,315,3,2026-08-09,6,112.07,False
1419,315,4,2026-08-09,6,112.07,False
1420,315,5,2026-08-09,6,112.07,True
1421,316,4,2026-08-10,6,132.10,False
1422,316,2,2026-08-10,6,132.10,False
1423,316,3,2026-08-10,6,132.10,False
1424,316,5,2026-08-10,6,132.10,False
1425,316,1,2026-08-10,6,132.10,True
1426,317,1,2026-08-11,5,17.67,False
1427,317,2,2026-08-11,5,17.65,False
1428,317,3,2026-08-11,5,17.65,False
1429,317,4,2026-08-11,5,17.65,False
1430,317,5,2026-08-11,5,17.65,True
1431,318,1,2026-08-13,4,68.14,False
1432,318,2,2026-08-13,4,68.12,False
1433,318,3,2026-08-13,4,68.12,True
1434,318,4,2026-08-13,4,68.12,False
1435,318,5,2026-08-13,4,68.12,False
1436,319,1,2026-08-14,4,86.83,True
1437,319,2,2026-08-14,4,86.85,False
1438,319,3,2026-08-14,4,86.85,False
1439,319,4,2026-08-14,4,86.85,False
1440,319,5,2026-08-14,4,86.85,False
1441,320,1,2026-08-14,5,9.77,False
1442,320,2,2026-08-14,5,9.78,False
1443,320,3,2026-08-14,5,9.78,True
1444,320,4,2026-08-14,5,9.78,False
1445,320,5,2026-08-14,5,9.78,False
1446,321,1,2026-08-14,7,12.50,False
1447,321,2,2026-08-14,7,12.49,False
1448,321,3,2026-08-14,7,12.49,False
1449,321,4,2026-08-14,7,12.49,False
1450,321,5,2026-08-14,7,12.49,True
1451,322,1,2026-08-15,4,51.56,True
1452,322,2,2026-08-15,4,51.55,False
1453,322,3,2026-08-15,4,51.55,False
1454,322,4,2026-08-15,4,51.55,False
1455,322,5,2026-08-15,4,51.55,False
1456,323,4,2026-08-15,7,212.57,False
1457,323,1,2026-08-15,7,212.57,False
1458,324,1,2026-08-16,4,152.89,True
1459,324,2,2026-08-16,4,152.91,False
1460,324,3,2026-08-16,4,152.91,False
1461,324,4,2026-08-16,4,152.91,False
1462,324,5,2026-08-16,4,152.91,False
1463,325,1,2026-08-20,4,44.36,True
1464,325,2,2026-08-20,4,44.37,False
1465,325,3,2026-08-20,4,44.37,False
1466,325,4,2026-08-20,4,44.37,False
1467,325,5,2026-08-20,4,44.37,False
1468,326,1,2026-08-21,4,150.19,True
1469,326,2,2026-08-21,4,150.18,False
1470,326,3,2026-08-21,4,150.18,False
1471,326,4,2026-08-21,4,150.18,False
1472,326,5,2026-08-21,4,150.18,False
1473,327,1,2026-08-21,5,55.63,False
1474,327,2,2026-08-21,5,55.62,True
1475,327,3,2026-08-21,5,55.62,False
1476,327,4,2026-08-21,5,55.62,False
1477,327,5,2026-08-21,5,55.62,False
1478,328,1,2026-08-23,4,139.47,True
1479,328,2,2026-08-23,4,139.49,False
1480,328,3,2026-08-23,4,139.49,False
1481,328,4,2026-08-23,4,139.49,False
1482,328,5,2026-08-23,4,139.49,False
1483,329,1,2026-08-23,6,128.24,False
1484,329,5,2026-08-23,6,128.25,True
1485,329,2,2026-08-23,6,128.25,False
1486,329,4,2026-08-23,6,128.25,False
1487,329,3,2026-08-23,6,128.25,False
1488,330,1,2026-08-26,4,133.72,False
1489,330,2,2026-08-26,4,133.71,False
1490,330,3,2026-08-26,4,133.71,True
1491,330,4,2026-08-26,4,133.71,False
1492,330,5,2026-08-26,4,133.71,False
1493,331,1,2026-08-27,4,122.89,True
1494,331,2,2026-08-27,4,122.87,False
1495,331,3,2026-08-27,4,122.87,False
1496,331,4,2026-08-27,4,122.87,False
1497,331,5,2026-08-27,4,122.87,False
1498,332,1,2026-08-28,4,132.96,False
1499,332,2,2026-08-28,4,132.98,False
1500,332,3,2026-08-28,4,132.98,False
1501,332,4,2026-08-28,4,132.98,True
1502,332,5,2026-08-28,4,132.98,False
1503,333,1,2026-08-29,5,11.71,False
1504,333,2,2026-08-29,5,11.71,False
1505,333,3,2026-08-29,5,11.71,False
1506,333,4,2026-08-29,5,11.71,True
1507,333,5,2026-08-29,5,11.71,False
1508,334,1,2026-08-30,4,79.41,False
1509,334,2,2026-08-30,4,79.43,True
1510,334,3,2026-08-30,4,79.43,False
1511,334,4,2026-08-30,4,79.43,False
1512,334,5,2026-08-30,4,79.43,False
1513,335,2,2026-08-31,6,92.39,False
1514,335,3,2026-08-31,6,92.41,False
1515,335,1,2026-08-31,6,92.41,False
1516,335,5,2026-08-31,6,92.41,False
